row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,product_id,category,sub_category,order_priority,product_name,sales,quantity,discount,profit,order_year,order_month,order_quarter,delivery_days
37,US-2020-115791,2020-01-16,2020-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,OFF-LA-10001074,Office Supplies,Labels,Low,Round Specialty Laser Printer Labels,30.072000000000003,3,0.2,10.149299999999997,2020,1,1,2
38,US-2020-115791,2020-01-16,2020-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,TEC-PH-10004614,Technology,Phones,Low,AT&T 841000 Phone,124.19999999999999,3,0.4,-31.05000000000001,2020,1,1,2
39,US-2020-123477,2020-01-18,2020-01-21,Second Class,DW-13195,David Wiener,Corporate,OFF-AP-10000692,Office Supplies,Appliances,Low,Fellowes Mighty 8 Compact Surge Protector,64.864,4,0.2,6.486400000000003,2020,1,1,3
40,US-2020-146591,2020-01-19,2020-01-20,First Class,TS-21340,Toby Swindell,Consumer,FUR-BO-10001972,Furniture,Bookcases,Medium,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47000000000003,5,0.7,-320.597,2020,1,1,1
41,US-2020-146591,2020-01-19,2020-01-20,First Class,TS-21340,Toby Swindell,Consumer,OFF-BI-10003676,Office Supplies,Binders,Medium,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.7,-23.716,2020,1,1,1
42,US-2020-146591,2020-01-19,2020-01-20,First Class,TS-21340,Toby Swindell,Consumer,OFF-EN-10002504,Office Supplies,Envelopes,High,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.2,36.693,2020,1,1,1
43,US-2020-146591,2020-01-19,2020-01-20,First Class,TS-21340,Toby Swindell,Consumer,OFF-PA-10000659,Office Supplies,Paper,Low,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,4,0.2,19.6224,2020,1,1,1
44,US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,FUR-CH-10002331,Furniture,Chairs,Low,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0.0,224.2673999999999,2020,1,1,6
45,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,FUR-FU-10002268,Furniture,Furnishings,Low,Ultra Door Push Plate,14.73,3,0.0,4.860899999999999,2020,1,1,6
46,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,FUR-FU-10002918,Furniture,Furnishings,High,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0.0,30.02340000000001,2020,1,1,6
47,US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,FUR-FU-10003194,Furniture,Furnishings,High,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,0.0,11.579999999999998,2020,1,1,6
48,US-2020-148614,2020-01-20,2020-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,FUR-FU-10003194,Furniture,Furnishings,Medium,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0.0,5.789999999999999,2020,1,1,5
49,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,OFF-AP-10002311,Office Supplies,Appliances,Low,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,4,0.1,93.58160000000001,2020,1,1,6
50,US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,OFF-AR-10002375,Office Supplies,Art,Low,Newell 351,22.959999999999997,7,0.0,6.658399999999997,2020,1,1,6
51,US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,OFF-AR-10003811,Office Supplies,Art,Medium,Newell 327,6.63,3,0.0,1.7901,2020,1,1,6
52,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,OFF-AR-10004456,Office Supplies,Art,Low,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0.0,12.736799999999999,2020,1,1,6
53,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,OFF-BI-10000605,Office Supplies,Binders,Medium,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,0.0,8.953499999999998,2020,1,1,6
54,US-2020-147774,2020-01-20,2020-01-26,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,OFF-BI-10003091,Office Supplies,Binders,High,GBC DocuBind TL200 Manual Binding Machine,67.194,1,0.7,-51.515399999999985,2020,1,1,6
55,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,OFF-BI-10004364,Office Supplies,Binders,Medium,Storex Dura Pro Binders,29.700000000000003,5,0.0,13.365,2020,1,1,6
56,US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,OFF-EN-10001539,Office Supplies,Envelopes,Low,Staple envelope,23.34,3,0.0,10.9698,2020,1,1,6
57,US-2020-148614,2020-01-20,2020-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,OFF-PA-10002893,Office Supplies,Paper,Medium,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.0,9.2928,2020,1,1,5
58,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,OFF-ST-10000760,Office Supplies,Storage,Medium,Eldon Fold 'N Roll Cart System,13.98,1,0.0,4.0542,2020,1,1,6
59,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,OFF-ST-10003123,Office Supplies,Storage,Low,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2,0.0,15.979199999999999,2020,1,1,6
60,US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,TEC-PH-10001061,Technology,Phones,Low,Apple iPhone 5C,699.93,7,0.0,181.9818,2020,1,1,6
61,US-2020-110422,2020-01-21,2020-01-23,Second Class,TB-21400,Tom Boeckenhauer,Consumer,FUR-FU-10001889,Furniture,Furnishings,Medium,Ultra Door Pull Handle,25.248,3,0.2,4.102799999999999,2020,1,1,2
62,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Corporate,FUR-FU-10001025,Furniture,Furnishings,Medium,"Eldon Imàge Series Desk Accessories, Clear",24.3,5,0.0,10.45,2020,1,1,3
63,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Corporate,FUR-FU-10002445,Furniture,Furnishings,High,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",9.48,1,0.0,3.79,2020,1,1,3
64,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Corporate,FUR-FU-10002960,Furniture,Furnishings,Low,"Eldon 200 Class Desk Accessories, Burgundy",31.4,5,0.0,13.19,2020,1,1,3
65,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Corporate,OFF-PA-10002689,Office Supplies,Paper,Medium,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),6.48,1,0.0,3.11,2020,1,1,3
66,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Corporate,TEC-PH-10001300,Technology,Phones,Low,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",209.5,10,0.0,58.66,2020,1,1,3
67,US-2020-146997,2020-01-23,2020-01-27,Standard Class,SG-20605,Speros Goranitis,Consumer,OFF-FA-10003467,Office Supplies,Fasteners,Medium,"Alliance Big Bands Rubber Bands, 12/Pack",5.9399999999999995,3,0.0,0.0,2020,1,1,4
68,US-2020-102645,2020-01-23,2020-01-28,Standard Class,IM-15055,Ionia McGrath,Consumer,OFF-PA-10001804,Office Supplies,Paper,Low,Xerox 195,40.08,6,0.0,19.2384,2020,1,1,5
69,US-2020-167997,2020-01-26,2020-01-29,First Class,CA-11965,Carol Adams,Corporate,FUR-BO-10004409,Furniture,Bookcases,Low,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,39.7488,2020,1,1,3
70,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,FUR-FU-10001847,Furniture,Furnishings,Medium,Eldon Image Series Black Desk Accessories,12.419999999999998,3,0.0,4.4712,2020,1,1,5
71,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,FUR-FU-10004587,Furniture,Furnishings,Low,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82000000000001,3,0.0,30.7818,2020,1,1,5
72,US-2020-167997,2020-01-26,2020-01-29,First Class,CA-11965,Carol Adams,Corporate,OFF-BI-10001758,Office Supplies,Binders,Low,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,2,0.0,5.0196,2020,1,1,3
73,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,OFF-PA-10000380,Office Supplies,Paper,Low,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2,0.0,8.34,2020,1,1,5
74,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,OFF-PA-10003072,Office Supplies,Paper,Low,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,3,0.0,9.3312,2020,1,1,5
75,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,OFF-ST-10004337,Office Supplies,Storage,Low,"SAFCO Commercial Wire Shelving, 72h",489.92,8,0.0,0.0,2020,1,1,5
76,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,TEC-PH-10002103,Technology,Phones,Medium,Jabra SPEAK 410,187.98,2,0.0,52.6344,2020,1,1,5
77,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,TEC-PH-10004833,Technology,Phones,High,Macally Suction Cup Mount,155.35,13,0.0,0.0,2020,1,1,5
78,US-2020-117163,2020-01-27,2020-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,FUR-TA-10003469,Furniture,Tables,High,Balt Split Level Computer Training Table,333.0,3,0.2,-16.64999999999999,2020,1,1,6
79,US-2020-117163,2020-01-27,2020-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,OFF-AR-10003179,Office Supplies,Art,High,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0.0,12.025199999999998,2020,1,1,6
80,US-2020-117163,2020-01-27,2020-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,OFF-ST-10003692,Office Supplies,Storage,Medium,Recycled Steel Personal File for Hanging File Folders,57.23,1,0.0,14.307499999999997,2020,1,1,6
81,US-2020-100328,2020-01-28,2020-02-03,Standard Class,JC-15340,Jasper Cacioppo,Consumer,OFF-BI-10000343,Office Supplies,Binders,High,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.9280000000000004,1,0.2,1.3256999999999999,2020,1,1,6
82,US-2020-134103,2020-01-30,2020-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,OFF-PA-10001204,Office Supplies,Paper,High,Xerox 1972,10.56,2,0.0,4.752,2020,1,1,5
83,US-2020-134103,2020-01-30,2020-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,OFF-ST-10000991,Office Supplies,Storage,Low,Space Solutions HD Industrial Steel Shelving.,229.94,2,0.0,6.898200000000003,2020,1,1,5
84,US-2020-115161,2020-01-31,2020-02-02,First Class,LC-17050,Liz Carlisle,Consumer,FUR-BO-10003966,Furniture,Bookcases,High,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,0.15,3.4195999999999884,2020,1,1,2
85,US-2020-140795,2020-02-01,2020-02-03,First Class,BD-11500,Bradley Drucker,Consumer,TEC-AC-10001432,Technology,Accessories,Medium,Enermax Aurora Lite Keyboard,468.90000000000003,6,0.0,206.31600000000006,2020,2,1,2
86,US-2020-123400,2020-02-02,2020-02-09,Standard Class,EB-13930,Eric Barreto,Consumer,OFF-BI-10000666,Office Supplies,Binders,Medium,Surelock Post Binders,18.336000000000002,2,0.7,-12.224,2020,2,1,7
87,US-2020-139857,2020-02-02,2020-02-06,Standard Class,CD-12790,Cynthia Delaney,Home Office,OFF-FA-10001843,Office Supplies,Fasteners,Low,Staples,12.350000000000001,5,0.0,5.8045,2020,2,1,4
88,US-2020-123400,2020-02-02,2020-02-09,Standard Class,EB-13930,Eric Barreto,Consumer,TEC-PH-10002890,Technology,Phones,High,AT&T 17929 Lendline Telephone,180.96,5,0.2,13.571999999999996,2020,2,1,7
89,US-2020-111059,2020-02-03,2020-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,OFF-BI-10002827,Office Supplies,Binders,High,Avery Durable Poly Binders,13.272000000000002,3,0.2,4.3134,2020,2,1,3
90,US-2020-111059,2020-02-03,2020-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,OFF-BI-10004593,Office Supplies,Binders,Low,Ibico Laser Imprintable Binding System Covers,83.84,2,0.2,27.247999999999998,2020,2,1,3
91,US-2020-104808,2020-02-04,2020-02-08,Second Class,MH-17440,Mark Haberlin,Corporate,OFF-BI-10003676,Office Supplies,Binders,High,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,2,0.2,6.036799999999999,2020,2,1,4
92,US-2020-107181,2020-02-04,2020-02-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,OFF-BI-10004230,Office Supplies,Binders,Low,GBC Recycled Grain Textured Covers,82.896,3,0.2,29.0136,2020,2,1,4
93,US-2020-107181,2020-02-04,2020-02-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,OFF-PA-10000350,Office Supplies,Paper,High,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,0.0,16.0928,2020,2,1,4
94,US-2020-108182,2020-02-06,2020-02-10,Second Class,DL-13315,Delfina Latchford,Consumer,OFF-BI-10001196,Office Supplies,Binders,Low,"Avery Flip-Chart Easel Binder, Black",8.951999999999998,2,0.8,-14.770800000000001,2020,2,1,4
95,US-2020-131905,2020-02-06,2020-02-09,First Class,ND-18460,Neil Ducich,Corporate,OFF-LA-10002787,Office Supplies,Labels,High,Avery 480,15.0,4,0.0,7.199999999999999,2020,2,1,3
96,US-2020-131905,2020-02-06,2020-02-09,First Class,ND-18460,Neil Ducich,Corporate,TEC-PH-10001615,Technology,Phones,High,AT&T CL82213,144.95,5,0.0,42.035499999999985,2020,2,1,3
97,US-2020-131905,2020-02-06,2020-02-09,First Class,ND-18460,Neil Ducich,Corporate,TEC-PH-10003645,Technology,Phones,High,Aastra 57i VoIP phone,161.61,1,0.0,42.018600000000006,2020,2,1,3
98,US-2020-169390,2020-02-07,2020-02-10,Second Class,CS-12250,Chris Selesnick,Corporate,OFF-ST-10001558,Office Supplies,Storage,Medium,Acco Perma 4000 Stacking Storage Drawers,64.96,4,0.0,9.744,2020,2,1,3
99,US-2020-107755,2020-02-07,2020-02-12,Standard Class,CK-12760,Cyma Kinney,Corporate,TEC-AC-10000710,Technology,Accessories,High,Maxell DVD-RAM Discs,115.36,7,0.0,49.60480000000001,2020,2,1,5
100,US-2020-125759,2020-02-08,2020-02-09,First Class,NM-18445,Nathan Mautz,Home Office,FUR-FU-10002111,Furniture,Furnishings,Medium,"Master Caster Door Stop, Large Brown",14.56,2,0.0,5.5328,2020,2,1,1
101,US-2020-168368,2020-02-11,2020-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,FUR-CH-10001146,Furniture,Chairs,High,"Global Value Mid-Back Manager's Chair, Gray",60.89,1,0.0,15.222499999999997,2020,2,1,4
102,US-2020-168368,2020-02-11,2020-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,FUR-FU-10002298,Furniture,Furnishings,High,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,3,0.0,53.270399999999995,2020,2,1,4
103,US-2020-127614,2020-02-11,2020-02-15,Standard Class,NF-18385,Natalie Fritzler,Consumer,FUR-TA-10003715,Furniture,Tables,High,Hon 2111 Invitation Series Corner Table,1256.22,6,0.0,75.37319999999994,2020,2,1,4
104,US-2020-127614,2020-02-11,2020-02-15,Standard Class,NF-18385,Natalie Fritzler,Consumer,OFF-BI-10003291,Office Supplies,Binders,Medium,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.206199999999999,2020,2,1,4
105,US-2020-168368,2020-02-11,2020-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,OFF-BI-10004654,Office Supplies,Binders,Medium,VariCap6 Expandable Binder,51.900000000000006,3,0.0,24.393,2020,2,1,4
106,US-2020-168368,2020-02-11,2020-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,OFF-BI-10004728,Office Supplies,Binders,High,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0.0,4.4344,2020,2,1,4
107,US-2020-168368,2020-02-11,2020-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,OFF-LA-10004853,Office Supplies,Labels,High,Avery 483,14.940000000000001,3,0.0,6.8724,2020,2,1,4
108,US-2020-168368,2020-02-11,2020-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,OFF-ST-10002583,Office Supplies,Storage,Medium,Fellowes Neat Ideas Storage Cubes,64.96,2,0.0,2.598399999999998,2020,2,1,4
109,US-2020-127614,2020-02-11,2020-02-15,Standard Class,NF-18385,Natalie Fritzler,Consumer,TEC-AC-10001432,Technology,Accessories,Low,Enermax Aurora Lite Keyboard,234.45000000000002,3,0.0,103.15800000000003,2020,2,1,4
110,US-2020-110674,2020-02-12,2020-02-18,Standard Class,SC-20095,Sanjit Chand,Consumer,FUR-CH-10000225,Furniture,Chairs,Medium,"Global Geo Office Task Chair, Gray",129.568,2,0.2,-24.29400000000002,2020,2,1,6
111,US-2020-121762,2020-02-14,2020-02-18,Standard Class,ML-17395,Marina Lichtenstein,Corporate,OFF-AP-10001293,Office Supplies,Appliances,Low,Belkin 8 Outlet Surge Protector,81.96,2,0.0,22.9488,2020,2,1,4
112,US-2020-107706,2020-02-14,2020-02-19,Second Class,ST-20530,Shui Tom,Consumer,OFF-PA-10000466,Office Supplies,Paper,High,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.176000000000002,3,0.2,6.065999999999999,2020,2,1,5
